AGE,GENDER,DRIVING_EXPERIENCE,EDUCATION,VEHICLE_OWNERSHIP,VEHICLE_YEAR,MARRIED,CHILDREN,VEHICLE_TYPE,SPEEDING_VIOLATIONS,DUIS,PAST_ACCIDENTS,INCOME,ANNUAL_KM,ID,OUTCOME
40-64,male,20-29,high school,0.0,before 2015,0.0,1.0,sedan,8.0,0.0,3.0,average,12880.0,320490.0,0.0
16-25,male,0-9,high school,1.0,before 2015,0.0,0.0,sedan,0.0,0.0,0.0,minmal,25760.0,27742.0,1.0
40-64,male,20-29,university,1.0,before 2015,0.0,1.0,sedan,1.0,0.0,2.0,above average,19320.0,920599.0,0.0
26-39,male,10-19,high school,0.0,before 2015,1.0,0.0,sedan,3.0,0.0,2.0,below average,19320.0,609451.0,1.0
16-25,male,0-9,none,0.0,before 2015,0.0,1.0,sedan,0.0,0.0,0.0,below average,22540.0,379796.0,1.0
16-25,male,0-9,university,1.0,before 2015,0.0,0.0,sedan,0.0,0.0,0.0,below average,20930.0,559975.0,1.0
26-39,male,10-19,high school,0.0,before 2015,1.0,1.0,sedan,3.0,0.0,1.0,below average,11270.0,150730.0,0.0
16-25,male,0-9,high school,1.0,before 2015,0.0,0.0,sedan,0.0,0.0,0.0,minmal,27370.0,588985.0,0.0
16-25,male,0-9,university,0.0,before 2015,1.0,1.0,sedan,0.0,0.0,0.0,average,19320.0,163628.0,1.0
26-39,female,10-19,university,1.0,after 2015,1.0,1.0,sedan,3.0,0.0,3.0,above average,12880.0,376806.0,0.0
26-39,male,10-19,university,1.0,after 2015,0.0,1.0,sedan,3.0,0.0,1.0,average,12880.0,494053.0,0.0
40-64,male,20-29,university,1.0,after 2015,1.0,1.0,sedan,6.0,0.0,5.0,above average,19320.0,720103.0,0.0
65+,female,30+,university,1.0,after 2015,1.0,1.0,sedan,1.0,0.0,0.0,above average,,201634.0,0.0
26-39,male,0-9,none,1.0,before 2015,0.0,0.0,sedan,0.0,0.0,0.0,minmal,25760.0,42523.0,1.0
65+,female,30+,university,1.0,before 2015,1.0,1.0,sedan,4.0,0.0,4.0,above average,16101.0,170603.0,0.0
26-39,female,10-19,high school,0.0,before 2015,0.0,0.0,sedan,1.0,1.0,0.0,below average,19320.0,419566.0,1.0
26-39,female,10-19,high school,1.0,before 2015,1.0,0.0,sedan,3.0,0.0,3.0,average,27370.0,640069.0,0.0
65+,male,20-29,university,1.0,before 2015,1.0,1.0,sedan,9.0,1.0,4.0,above average,12880.0,182495.0,1.0
40-64,female,0-9,university,1.0,after 2015,1.0,1.0,sedan,0.0,0.0,0.0,above average,17710.0,606589.0,0.0
26-39,female,10-19,university,0.0,after 2015,0.0,0.0,sedan,0.0,0.0,0.0,average,27370.0,636102.0,1.0
26-39,female,10-19,university,1.0,after 2015,1.0,1.0,sedan,1.0,0.0,0.0,above average,14490.0,882723.0,0.0
26-39,male,10-19,high school,0.0,before 2015,0.0,1.0,sports car,0.0,1.0,0.0,minmal,12880.0,513857.0,0.0
40-64,female,20-29,university,0.0,after 2015,0.0,0.0,sedan,4.0,0.0,0.0,above average,25760.0,920063.0,0.0
26-39,male,10-19,high school,0.0,before 2015,0.0,1.0,sedan,1.0,0.0,2.0,minmal,20930.0,729005.0,1.0
16-25,male,0-9,university,1.0,after 2015,0.0,0.0,sedan,0.0,0.0,0.0,above average,19320.0,668980.0,0.0
26-39,female,10-19,high school,1.0,before 2015,0.0,0.0,sedan,0.0,0.0,1.0,average,27370.0,32066.0,1.0
16-25,female,0-9,high school,1.0,before 2015,0.0,0.0,sedan,0.0,0.0,0.0,minmal,22540.0,305745.0,0.0
65+,male,10-19,university,1.0,after 2015,1.0,1.0,sedan,0.0,0.0,0.0,above average,22540.0,327121.0,0.0
65+,male,0-9,high school,1.0,before 2015,1.0,1.0,sedan,0.0,0.0,0.0,above average,16101.0,580931.0,1.0
16-25,male,0-9,university,1.0,before 2015,0.0,0.0,sedan,0.0,0.0,0.0,below average,17710.0,68047.0,1.0
16-25,female,0-9,high school,0.0,before 2015,0.0,0.0,sedan,0.0,0.0,0.0,minmal,20930.0,876787.0,1.0
16-25,male,0-9,university,0.0,before 2015,0.0,1.0,sedan,0.0,0.0,0.0,average,22540.0,773546.0,1.0
65+,male,10-19,high school,1.0,before 2015,0.0,1.0,sedan,1.0,1.0,1.0,above average,19320.0,736711.0,0.0
16-25,male,0-9,none,0.0,after 2015,0.0,0.0,sedan,0.0,0.0,0.0,minmal,22540.0,250532.0,0.0
40-64,male,0-9,university,1.0,before 2015,1.0,1.0,sedan,0.0,0.0,0.0,average,14490.0,191302.0,1.0
40-64,female,10-19,high school,1.0,after 2015,0.0,1.0,sedan,3.0,0.0,1.0,above average,17710.0,321959.0,0.0
40-64,male,20-29,university,0.0,before 2015,0.0,1.0,sedan,2.0,0.0,5.0,above average,,338472.0,0.0
40-64,male,20-29,university,0.0,before 2015,1.0,1.0,sedan,4.0,1.0,4.0,above average,17710.0,918280.0,1.0
26-39,male,0-9,university,0.0,before 2015,1.0,1.0,sedan,0.0,0.0,0.0,above average,22540.0,247096.0,1.0
40-64,female,20-29,university,1.0,before 2015,1.0,1.0,sedan,5.0,2.0,0.0,above average,,985516.0,0.0
40-64,female,10-19,university,1.0,after 2015,1.0,1.0,sedan,2.0,0.0,1.0,above average,16101.0,526513.0,0.0
65+,female,10-19,university,1.0,after 2015,1.0,1.0,sedan,0.0,0.0,0.0,above average,20930.0,273595.0,0.0
26-39,male,10-19,university,1.0,before 2015,0.0,0.0,sedan,0.0,0.0,0.0,below average,27370.0,379336.0,0.0
26-39,female,10-19,university,1.0,before 2015,1.0,0.0,sedan,0.0,0.0,1.0,below average,20930.0,445553.0,1.0
40-64,male,10-19,high school,1.0,before 2015,0.0,1.0,sedan,1.0,0.0,4.0,average,20930.0,757581.0,0.0
26-39,male,0-9,university,1.0,before 2015,1.0,0.0,sedan,0.0,0.0,0.0,average,16101.0,187551.0,1.0
26-39,female,10-19,high school,0.0,before 2015,0.0,1.0,sedan,1.0,0.0,2.0,above average,17710.0,634665.0,0.0
26-39,female,0-9,university,1.0,before 2015,1.0,0.0,sedan,0.0,0.0,0.0,above average,16101.0,419573.0,0.0
65+,female,30+,university,1.0,before 2015,1.0,1.0,sedan,4.0,0.0,5.0,above average,16101.0,370727.0,0.0
40-64,female,10-19,high school,1.0,before 2015,1.0,1.0,sedan,1.0,1.0,0.0,average,9660.0,494338.0,0.0
26-39,female,10-19,none,1.0,before 2015,0.0,0.0,sedan,0.0,0.0,0.0,minmal,24150.0,291453.0,0.0
26-39,male,10-19,university,1.0,before 2015,1.0,1.0,sedan,0.0,0.0,1.0,above average,19320.0,72557.0,0.0
40-64,female,20-29,high school,1.0,before 2015,1.0,1.0,sedan,0.0,0.0,0.0,average,,446159.0,0.0
40-64,female,20-29,university,0.0,after 2015,0.0,0.0,sedan,3.0,2.0,1.0,above average,22540.0,584002.0,0.0
40-64,male,0-9,university,0.0,after 2015,1.0,1.0,sedan,0.0,0.0,0.0,above average,9660.0,203498.0,1.0
40-64,male,20-29,university,0.0,after 2015,0.0,1.0,sedan,7.0,1.0,1.0,above average,,589865.0,0.0
16-25,female,0-9,high school,1.0,after 2015,0.0,0.0,sedan,0.0,0.0,0.0,above average,25760.0,25092.0,0.0
40-64,female,20-29,university,0.0,before 2015,1.0,1.0,sedan,0.0,0.0,1.0,above average,17710.0,777822.0,0.0
26-39,female,10-19,high school,1.0,before 2015,1.0,1.0,sedan,1.0,0.0,0.0,average,16101.0,772170.0,0.0
40-64,male,0-9,high school,1.0,before 2015,1.0,1.0,sedan,0.0,0.0,0.0,above average,16101.0,767370.0,1.0
26-39,female,0-9,university,0.0,after 2015,0.0,0.0,sedan,0.0,0.0,0.0,average,22540.0,903217.0,1.0
16-25,male,0-9,none,1.0,before 2015,1.0,1.0,sedan,0.0,0.0,0.0,minmal,22540.0,607386.0,1.0
65+,female,20-29,high school,1.0,after 2015,1.0,1.0,sedan,1.0,0.0,3.0,above average,12880.0,887453.0,0.0
40-64,male,20-29,university,1.0,after 2015,1.0,1.0,sedan,6.0,0.0,6.0,above average,9660.0,396790.0,0.0
26-39,female,10-19,high school,1.0,before 2015,0.0,0.0,sedan,1.0,1.0,0.0,average,27370.0,578825.0,0.0
16-25,female,0-9,university,1.0,before 2015,0.0,0.0,sedan,0.0,0.0,0.0,average,19320.0,92173.0,1.0
26-39,female,10-19,university,1.0,before 2015,0.0,0.0,sedan,0.0,0.0,0.0,above average,27370.0,635553.0,1.0
26-39,male,10-19,high school,0.0,after 2015,0.0,0.0,sedan,1.0,0.0,2.0,below average,12880.0,222975.0,1.0
65+,female,30+,university,1.0,after 2015,1.0,1.0,sports car,4.0,1.0,0.0,above average,11270.0,155974.0,0.0
16-25,female,0-9,none,1.0,after 2015,0.0,0.0,sports car,0.0,0.0,0.0,below average,20930.0,860928.0,0.0
26-39,female,10-19,university,0.0,before 2015,1.0,0.0,sedan,0.0,0.0,0.0,below average,20930.0,405074.0,0.0
40-64,male,20-29,high school,1.0,after 2015,1.0,0.0,sedan,6.0,0.0,2.0,above average,17710.0,471364.0,0.0
16-25,female,0-9,high school,1.0,before 2015,0.0,1.0,sedan,0.0,0.0,0.0,minmal,17710.0,870188.0,0.0
16-25,male,0-9,university,1.0,after 2015,0.0,0.0,sedan,0.0,0.0,0.0,above average,17710.0,94829.0,0.0
16-25,male,0-9,none,1.0,before 2015,0.0,0.0,sedan,0.0,0.0,0.0,average,25760.0,289822.0,0.0
40-64,female,20-29,high school,1.0,before 2015,0.0,1.0,sedan,3.0,0.0,2.0,above average,12880.0,851296.0,0.0
16-25,male,0-9,none,0.0,before 2015,1.0,0.0,sedan,0.0,0.0,0.0,minmal,17710.0,434608.0,1.0
40-64,female,10-19,university,1.0,after 2015,0.0,1.0,sedan,0.0,0.0,0.0,average,17710.0,747726.0,0.0
26-39,female,10-19,high school,1.0,after 2015,1.0,1.0,sedan,0.0,0.0,3.0,above average,12880.0,215613.0,0.0
26-39,male,10-19,none,0.0,before 2015,0.0,1.0,sedan,4.0,0.0,0.0,below average,11270.0,555833.0,1.0
40-64,female,20-29,high school,1.0,before 2015,1.0,1.0,sedan,5.0,1.0,2.0,above average,8051.0,707512.0,0.0
26-39,female,10-19,high school,1.0,before 2015,1.0,1.0,sedan,1.0,1.0,0.0,average,20930.0,988872.0,0.0
16-25,male,0-9,high school,0.0,before 2015,0.0,0.0,sedan,0.0,0.0,0.0,below average,25760.0,458901.0,1.0
40-64,male,10-19,university,1.0,before 2015,1.0,1.0,sedan,1.0,1.0,4.0,above average,17710.0,265562.0,0.0
65+,female,30+,university,1.0,after 2015,1.0,1.0,sedan,6.0,1.0,3.0,above average,20930.0,217724.0,0.0
65+,male,30+,high school,1.0,before 2015,1.0,1.0,sedan,6.0,1.0,8.0,average,9660.0,607487.0,0.0
65+,female,0-9,university,1.0,before 2015,1.0,1.0,sedan,0.0,0.0,0.0,above average,16101.0,355257.0,0.0
26-39,female,10-19,none,1.0,after 2015,0.0,1.0,sedan,0.0,0.0,2.0,average,17710.0,66996.0,0.0
40-64,male,10-19,none,1.0,before 2015,1.0,1.0,sedan,0.0,1.0,0.0,above average,17710.0,456881.0,0.0
65+,male,30+,university,1.0,before 2015,1.0,1.0,sedan,2.0,0.0,4.0,above average,14490.0,187532.0,0.0
26-39,male,10-19,none,1.0,before 2015,0.0,0.0,sedan,2.0,0.0,1.0,below average,27370.0,442340.0,1.0
26-39,female,10-19,none,0.0,before 2015,0.0,1.0,sedan,0.0,0.0,0.0,below average,19320.0,983137.0,1.0
65+,male,30+,university,0.0,after 2015,1.0,1.0,sedan,5.0,1.0,6.0,above average,14490.0,984632.0,0.0
26-39,female,10-19,none,1.0,before 2015,1.0,1.0,sedan,2.0,0.0,0.0,average,14490.0,802258.0,0.0
16-25,female,0-9,university,0.0,before 2015,0.0,1.0,sedan,0.0,0.0,0.0,average,16101.0,450037.0,0.0
16-25,female,0-9,high school,0.0,before 2015,0.0,0.0,sedan,0.0,0.0,0.0,minmal,24150.0,496245.0,1.0
26-39,male,10-19,high school,1.0,before 2015,1.0,1.0,sedan,2.0,0.0,1.0,average,16101.0,842325.0,0.0
26-39,male,0-9,high school,1.0,before 2015,0.0,0.0,sedan,0.0,0.0,0.0,average,20930.0,89713.0,1.0
65+,female,0-9,none,0.0,before 2015,1.0,1.0,sedan,0.0,0.0,0.0,below average,14490.0,91470.0,1.0
26-39,female,10-19,high school,0.0,before 2015,0.0,1.0,sedan,1.0,0.0,1.0,average,20930.0,291607.0,0.0
40-64,female,20-29,none,0.0,before 2015,1.0,1.0,sedan,4.0,1.0,0.0,below average,11270.0,365982.0,0.0
26-39,female,0-9,high school,0.0,before 2015,0.0,1.0,sedan,0.0,0.0,0.0,minmal,19320.0,985825.0,1.0
16-25,female,0-9,high school,0.0,before 2015,0.0,0.0,sedan,0.0,0.0,0.0,minmal,20930.0,4968.0,1.0
40-64,female,20-29,high school,1.0,after 2015,1.0,1.0,sedan,3.0,0.0,3.0,average,19320.0,432306.0,0.0
16-25,male,0-9,high school,1.0,before 2015,0.0,0.0,sedan,0.0,0.0,0.0,below average,25760.0,154753.0,1.0
65+,female,30+,high school,1.0,before 2015,1.0,1.0,sedan,4.0,1.0,1.0,above average,17710.0,131574.0,0.0
26-39,female,10-19,high school,0.0,before 2015,0.0,0.0,sedan,1.0,0.0,0.0,below average,22540.0,789098.0,0.0
26-39,male,10-19,university,1.0,after 2015,1.0,1.0,sedan,2.0,0.0,4.0,average,9660.0,167759.0,0.0
26-39,female,10-19,university,1.0,before 2015,1.0,1.0,sedan,0.0,0.0,2.0,above average,12880.0,229616.0,0.0
65+,male,20-29,high school,1.0,before 2015,0.0,1.0,sedan,5.0,0.0,4.0,above average,9660.0,401573.0,0.0
40-64,male,20-29,high school,0.0,before 2015,0.0,1.0,sedan,6.0,0.0,4.0,above average,20930.0,890456.0,0.0
40-64,female,0-9,high school,1.0,after 2015,1.0,1.0,sedan,0.0,0.0,0.0,above average,12880.0,126536.0,0.0
26-39,female,10-19,university,1.0,before 2015,0.0,1.0,sedan,2.0,0.0,0.0,average,22540.0,140816.0,0.0
65+,male,10-19,university,0.0,after 2015,1.0,1.0,sedan,2.0,1.0,1.0,above average,14490.0,238316.0,1.0
26-39,male,0-9,high school,0.0,before 2015,1.0,0.0,sedan,0.0,0.0,0.0,average,12880.0,445834.0,1.0
65+,male,30+,university,1.0,before 2015,1.0,1.0,sedan,9.0,3.0,4.0,above average,16101.0,570990.0,0.0
40-64,female,20-29,university,1.0,before 2015,1.0,1.0,sedan,1.0,2.0,4.0,average,11270.0,592836.0,0.0
16-25,male,0-9,university,1.0,before 2015,0.0,0.0,sedan,0.0,0.0,0.0,average,19320.0,447632.0,1.0
26-39,female,10-19,none,1.0,before 2015,0.0,0.0,sedan,1.0,0.0,0.0,minmal,22540.0,867503.0,0.0
16-25,female,0-9,high school,0.0,before 2015,0.0,1.0,sedan,0.0,0.0,0.0,minmal,14490.0,444308.0,1.0
16-25,male,0-9,none,1.0,before 2015,0.0,0.0,sedan,0.0,0.0,0.0,below average,24150.0,105122.0,1.0
26-39,male,0-9,university,1.0,after 2015,1.0,1.0,sedan,0.0,0.0,0.0,above average,16101.0,151323.0,0.0
26-39,female,10-19,university,1.0,after 2015,1.0,1.0,sedan,1.0,0.0,0.0,below average,17710.0,106492.0,0.0
26-39,male,0-9,high school,0.0,before 2015,0.0,1.0,sedan,0.0,0.0,0.0,minmal,30591.0,484080.0,1.0
26-39,male,10-19,none,1.0,before 2015,1.0,0.0,sedan,0.0,0.0,0.0,below average,17710.0,501954.0,0.0
65+,male,20-29,high school,1.0,before 2015,1.0,1.0,sedan,2.0,0.0,2.0,above average,12880.0,70060.0,0.0
40-64,male,0-9,university,1.0,after 2015,0.0,0.0,sedan,0.0,0.0,0.0,above average,22540.0,217960.0,0.0
26-39,male,10-19,university,1.0,before 2015,1.0,1.0,sedan,1.0,0.0,0.0,above average,20930.0,95403.0,1.0
40-64,male,20-29,university,1.0,after 2015,1.0,1.0,sedan,1.0,0.0,1.0,above average,20930.0,150723.0,0.0
40-64,female,20-29,high school,1.0,before 2015,1.0,1.0,sedan,1.0,0.0,2.0,above average,24150.0,643739.0,0.0
26-39,female,10-19,high school,1.0,after 2015,0.0,1.0,sedan,0.0,0.0,0.0,below average,20930.0,340581.0,0.0
65+,female,30+,high school,1.0,before 2015,0.0,1.0,sedan,6.0,4.0,0.0,below average,22540.0,342908.0,0.0
40-64,male,0-9,high school,0.0,before 2015,1.0,1.0,sedan,0.0,0.0,0.0,below average,11270.0,15695.0,1.0
16-25,male,0-9,high school,1.0,before 2015,0.0,0.0,sedan,0.0,0.0,0.0,minmal,24150.0,45676.0,0.0
40-64,female,0-9,high school,1.0,after 2015,1.0,0.0,sports car,0.0,0.0,0.0,above average,17710.0,883610.0,0.0
26-39,female,10-19,high school,1.0,before 2015,1.0,1.0,sedan,0.0,0.0,0.0,above average,,442558.0,0.0
16-25,female,0-9,high school,1.0,before 2015,0.0,1.0,sedan,0.0,0.0,0.0,below average,19320.0,777487.0,0.0
26-39,female,10-19,university,0.0,before 2015,1.0,1.0,sedan,1.0,0.0,1.0,average,14490.0,484048.0,0.0
16-25,male,0-9,university,0.0,before 2015,1.0,1.0,sports car,0.0,0.0,0.0,average,14490.0,885657.0,1.0
26-39,male,10-19,university,0.0,before 2015,1.0,0.0,sedan,7.0,0.0,0.0,above average,14490.0,714665.0,0.0
65+,male,10-19,university,1.0,before 2015,1.0,1.0,sedan,3.0,0.0,2.0,above average,,938792.0,0.0
26-39,female,10-19,none,0.0,before 2015,0.0,0.0,sedan,0.0,0.0,0.0,minmal,25760.0,137153.0,1.0
40-64,female,0-9,high school,1.0,after 2015,0.0,1.0,sedan,0.0,0.0,0.0,below average,22540.0,336558.0,0.0
40-64,male,0-9,university,1.0,after 2015,0.0,1.0,sedan,0.0,0.0,0.0,above average,25760.0,798069.0,1.0
26-39,female,0-9,high school,1.0,after 2015,0.0,0.0,sedan,0.0,0.0,0.0,average,24150.0,75570.0,0.0
26-39,male,10-19,university,1.0,after 2015,0.0,0.0,sedan,1.0,0.0,2.0,above average,14490.0,34444.0,0.0
40-64,female,20-29,high school,0.0,before 2015,0.0,0.0,sedan,0.0,0.0,1.0,average,,89733.0,0.0
26-39,female,10-19,university,0.0,before 2015,0.0,1.0,sedan,2.0,0.0,0.0,average,14490.0,474345.0,1.0
65+,male,10-19,high school,1.0,after 2015,0.0,1.0,sedan,2.0,0.0,1.0,above average,,295048.0,0.0
16-25,female,0-9,none,1.0,before 2015,0.0,0.0,sedan,0.0,0.0,0.0,minmal,22540.0,112460.0,1.0
26-39,male,10-19,high school,1.0,before 2015,0.0,1.0,sedan,2.0,0.0,1.0,minmal,20930.0,378321.0,0.0
26-39,male,0-9,none,1.0,before 2015,0.0,1.0,sedan,0.0,0.0,0.0,minmal,22540.0,1063.0,0.0
26-39,male,10-19,high school,1.0,before 2015,1.0,1.0,sports car,0.0,1.0,0.0,average,20930.0,525347.0,0.0
40-64,male,20-29,university,1.0,before 2015,1.0,1.0,sedan,0.0,0.0,7.0,above average,12880.0,645880.0,0.0
26-39,female,10-19,high school,1.0,before 2015,0.0,1.0,sedan,2.0,0.0,1.0,above average,20930.0,207193.0,0.0
26-39,female,0-9,high school,1.0,after 2015,0.0,0.0,sedan,0.0,0.0,0.0,average,,972502.0,1.0
16-25,female,0-9,none,0.0,before 2015,0.0,0.0,sedan,0.0,0.0,0.0,minmal,14490.0,656485.0,1.0
65+,male,30+,high school,1.0,before 2015,0.0,1.0,sedan,2.0,1.0,4.0,above average,22540.0,524309.0,0.0
26-39,male,10-19,university,1.0,after 2015,0.0,0.0,sedan,1.0,0.0,1.0,below average,17710.0,34015.0,0.0
26-39,male,10-19,none,1.0,before 2015,0.0,1.0,sedan,1.0,0.0,0.0,average,22540.0,632608.0,0.0
65+,female,20-29,university,1.0,after 2015,1.0,1.0,sedan,2.0,0.0,0.0,average,19320.0,314119.0,0.0
40-64,female,20-29,none,1.0,before 2015,0.0,1.0,sedan,0.0,1.0,0.0,average,25760.0,661337.0,0.0
65+,male,0-9,university,1.0,before 2015,1.0,1.0,sedan,0.0,0.0,0.0,above average,16101.0,499894.0,0.0
16-25,female,0-9,high school,1.0,after 2015,1.0,1.0,sedan,0.0,0.0,0.0,average,16101.0,783337.0,0.0
26-39,male,10-19,none,0.0,before 2015,1.0,1.0,sedan,3.0,1.0,1.0,minmal,20930.0,240045.0,1.0
26-39,male,10-19,none,1.0,before 2015,1.0,0.0,sedan,1.0,0.0,2.0,below average,17710.0,755201.0,0.0
40-64,female,0-9,university,0.0,after 2015,0.0,1.0,sedan,0.0,0.0,0.0,above average,,965093.0,0.0
26-39,female,10-19,high school,0.0,after 2015,0.0,1.0,sedan,0.0,0.0,1.0,average,20930.0,858407.0,0.0
65+,female,30+,high school,1.0,after 2015,1.0,1.0,sedan,2.0,0.0,4.0,above average,14490.0,677702.0,0.0
40-64,female,20-29,university,1.0,before 2015,1.0,0.0,sedan,1.0,0.0,1.0,average,22540.0,197533.0,0.0
26-39,male,10-19,high school,1.0,after 2015,1.0,1.0,sedan,0.0,0.0,1.0,below average,24150.0,922527.0,0.0
40-64,female,20-29,high school,0.0,before 2015,1.0,1.0,sedan,0.0,0.0,0.0,average,19320.0,61789.0,0.0
40-64,male,10-19,high school,0.0,after 2015,1.0,1.0,sedan,1.0,0.0,2.0,above average,14490.0,899911.0,0.0
65+,male,30+,university,1.0,before 2015,1.0,1.0,sedan,7.0,1.0,14.0,above average,11270.0,866446.0,0.0
16-25,male,0-9,university,0.0,before 2015,1.0,1.0,sedan,0.0,0.0,0.0,below average,12880.0,286646.0,1.0
26-39,male,10-19,university,1.0,before 2015,0.0,1.0,sedan,0.0,0.0,0.0,above average,22540.0,71068.0,1.0
40-64,female,20-29,high school,1.0,before 2015,1.0,1.0,sedan,2.0,0.0,0.0,below average,17710.0,870976.0,0.0
16-25,male,0-9,none,0.0,before 2015,0.0,0.0,sedan,0.0,0.0,0.0,minmal,25760.0,511886.0,1.0
26-39,female,10-19,none,1.0,before 2015,0.0,1.0,sedan,1.0,0.0,0.0,below average,16101.0,527784.0,0.0
16-25,male,0-9,high school,0.0,before 2015,0.0,0.0,sedan,0.0,0.0,0.0,minmal,,475443.0,0.0
26-39,female,10-19,none,1.0,before 2015,1.0,1.0,sedan,1.0,0.0,2.0,below average,16101.0,349537.0,0.0
26-39,male,10-19,high school,1.0,before 2015,0.0,1.0,sedan,1.0,0.0,0.0,minmal,19320.0,190736.0,0.0
16-25,female,0-9,university,1.0,after 2015,0.0,0.0,sedan,0.0,0.0,0.0,average,19320.0,987410.0,0.0
26-39,female,10-19,none,1.0,before 2015,1.0,1.0,sedan,3.0,0.0,0.0,minmal,12880.0,988023.0,0.0
16-25,male,0-9,high school,1.0,before 2015,0.0,0.0,sedan,0.0,0.0,0.0,minmal,22540.0,79207.0,1.0
16-25,male,0-9,university,0.0,before 2015,0.0,0.0,sedan,0.0,0.0,0.0,below average,17710.0,858189.0,1.0
26-39,female,10-19,university,1.0,before 2015,1.0,1.0,sedan,4.0,0.0,0.0,above average,19320.0,542901.0,0.0
26-39,female,10-19,university,1.0,before 2015,0.0,1.0,sedan,0.0,0.0,1.0,above average,24150.0,299379.0,0.0
40-64,male,20-29,university,1.0,after 2015,1.0,1.0,sedan,1.0,0.0,4.0,above average,19320.0,847988.0,0.0
26-39,male,10-19,high school,1.0,before 2015,0.0,0.0,sedan,0.0,0.0,1.0,average,24150.0,344762.0,1.0
26-39,male,0-9,university,1.0,before 2015,1.0,1.0,sedan,0.0,0.0,0.0,above average,9660.0,522326.0,0.0
26-39,female,10-19,university,1.0,after 2015,0.0,0.0,sedan,0.0,2.0,1.0,average,27370.0,934207.0,0.0
26-39,male,10-19,university,1.0,before 2015,1.0,1.0,sedan,1.0,0.0,0.0,average,22540.0,248253.0,1.0
40-64,female,20-29,university,0.0,after 2015,1.0,1.0,sedan,7.0,0.0,1.0,above average,12880.0,911959.0,0.0
26-39,female,10-19,university,1.0,before 2015,1.0,0.0,sedan,1.0,0.0,0.0,average,22540.0,860089.0,0.0
65+,male,30+,high school,0.0,before 2015,1.0,1.0,sedan,4.0,1.0,0.0,average,16101.0,899435.0,0.0
40-64,male,20-29,none,0.0,before 2015,1.0,1.0,sedan,3.0,1.0,2.0,minmal,20930.0,146120.0,0.0
16-25,male,0-9,high school,0.0,before 2015,0.0,0.0,sedan,0.0,0.0,0.0,average,28980.0,490211.0,1.0
16-25,female,0-9,high school,1.0,before 2015,1.0,1.0,sedan,0.0,0.0,0.0,below average,14490.0,406724.0,1.0
65+,female,0-9,high school,0.0,after 2015,1.0,1.0,sedan,0.0,0.0,0.0,average,12880.0,96047.0,0.0
26-39,female,10-19,high school,0.0,before 2015,0.0,1.0,sedan,0.0,0.0,0.0,below average,19320.0,109953.0,1.0
40-64,female,10-19,none,1.0,before 2015,1.0,1.0,sedan,0.0,0.0,1.0,minmal,22540.0,108318.0,0.0
26-39,female,10-19,high school,1.0,before 2015,0.0,0.0,sedan,0.0,0.0,0.0,average,16101.0,322243.0,0.0
26-39,male,10-19,high school,1.0,before 2015,1.0,1.0,sedan,6.0,1.0,1.0,below average,9660.0,779491.0,1.0
65+,female,30+,none,0.0,before 2015,1.0,1.0,sedan,5.0,1.0,2.0,above average,19320.0,39284.0,0.0
16-25,male,0-9,high school,1.0,before 2015,1.0,1.0,sedan,0.0,0.0,0.0,average,19320.0,290734.0,1.0
40-64,male,20-29,university,1.0,after 2015,0.0,1.0,sedan,8.0,0.0,4.0,above average,19320.0,313691.0,0.0
40-64,female,20-29,none,0.0,after 2015,0.0,1.0,sedan,1.0,0.0,0.0,below average,22540.0,627448.0,1.0
26-39,male,0-9,none,0.0,before 2015,1.0,1.0,sedan,0.0,0.0,0.0,below average,12880.0,495699.0,0.0
65+,female,30+,high school,0.0,after 2015,1.0,1.0,sedan,4.0,0.0,9.0,above average,17710.0,894556.0,0.0
26-39,female,0-9,high school,1.0,before 2015,1.0,1.0,sedan,0.0,0.0,0.0,average,14490.0,491509.0,1.0
40-64,female,0-9,high school,1.0,before 2015,1.0,1.0,sedan,0.0,0.0,0.0,average,17710.0,10740.0,0.0
26-39,male,10-19,university,1.0,before 2015,0.0,0.0,sedan,3.0,1.0,0.0,average,22540.0,710465.0,0.0
65+,female,20-29,none,0.0,after 2015,1.0,1.0,sedan,4.0,0.0,1.0,below average,14490.0,374493.0,0.0
65+,female,30+,high school,1.0,after 2015,0.0,1.0,sedan,5.0,3.0,1.0,average,14490.0,462864.0,0.0
26-39,female,10-19,none,0.0,before 2015,0.0,0.0,sedan,1.0,0.0,0.0,minmal,27370.0,936784.0,1.0
26-39,male,10-19,university,1.0,before 2015,0.0,0.0,sedan,2.0,1.0,0.0,below average,28980.0,36613.0,1.0
26-39,male,0-9,none,0.0,after 2015,0.0,0.0,sedan,0.0,0.0,0.0,minmal,27370.0,424858.0,1.0
40-64,male,20-29,university,1.0,before 2015,1.0,1.0,sedan,2.0,1.0,3.0,above average,16101.0,654445.0,0.0
26-39,male,10-19,university,1.0,after 2015,1.0,1.0,sedan,1.0,3.0,1.0,average,12880.0,352305.0,0.0
65+,male,30+,university,1.0,after 2015,0.0,1.0,sedan,15.0,1.0,0.0,above average,9660.0,891962.0,0.0
40-64,female,20-29,high school,1.0,before 2015,1.0,0.0,sedan,1.0,1.0,2.0,below average,20930.0,939798.0,0.0
65+,female,30+,high school,1.0,after 2015,0.0,1.0,sedan,5.0,1.0,1.0,above average,14490.0,119272.0,0.0
40-64,female,0-9,high school,1.0,after 2015,0.0,1.0,sedan,0.0,0.0,0.0,average,9660.0,601379.0,0.0
