Area,Consumer_profile,Product_category,Product_type,AC_1001_Issue,AC_1002_Issue,AC_1003_Issue,TV_2001_Issue,TV_2002_Issue,TV_2003_Issue,Claim_Value,Service_Centre,Product_Age,Purchased_from,Call_details,Purpose,Fraud,ID
Urban,Business,Entertainment,TV,0.0,0.0,0.0,0.0,0.0,0.0,25000.0,10.0,18.0,Dealer,1.6,Complaint,0,5966.0
Rural,Personal,Household,AC,1.0,1.0,1.0,0.0,0.0,0.0,20000.0,14.0,6.0,Manufacturer,1.0,Claim,0,22.0
Rural,Business,Household,AC,0.0,0.0,0.0,0.0,0.0,0.0,12000.0,13.0,15.0,Internet,1.0,Claim,0,1579.0
Rural,Personal,Entertainment,TV,0.0,0.0,0.0,1.0,1.0,0.0,4674.0,13.0,333.0,Manufacturer,30.0,Claim,0,4650.0
Urban,Personal,Entertainment,TV,0.0,0.0,0.0,0.0,0.0,0.0,10000.0,15.0,7.0,Dealer,2.5,Claim,0,9681.0
Urban,Personal,Household,AC,1.0,1.0,0.0,0.0,0.0,0.0,4000.0,12.0,347.0,Internet,6.0,Claim,0,531.0
Urban,Business,Household,AC,0.0,2.0,1.0,0.0,0.0,0.0,2742.0,10.0,214.0,Manufacturer,30.0,Complaint,0,2326.0
Urban,Personal,Household,AC,1.0,1.0,2.0,0.0,0.0,0.0,6993.0,15.0,505.0,Manufacturer,7.0,Complaint,1,9818.0
Rural,Business,Household,AC,0.0,0.0,0.0,0.0,0.0,0.0,12000.0,13.0,15.0,Internet,1.0,Claim,0,1108.0
Urban,Personal,Household,AC,0.0,0.0,0.0,0.0,0.0,0.0,50000.0,15.0,4.0,Manufacturer,1.3,Claim,0,2078.0
Rural,Business,Entertainment,TV,0.0,0.0,0.0,0.0,0.0,0.0,15000.0,10.0,5.0,Manufacturer,1.3,Complaint,0,50261.0
Rural,Personal,Entertainment,TV,0.0,0.0,0.0,0.0,1.0,1.0,5033.0,11.0,284.0,Dealer,30.0,Claim,0,32511.0
Rural,Personal,Entertainment,TV,0.0,0.0,0.0,1.0,2.0,1.0,1691.0,13.0,746.0,Dealer,30.0,Other,0,6180.0
Urban,Business,Entertainment,TV,0.0,0.0,0.0,2.0,1.0,1.0,9000.0,10.0,276.0,Dealer,8.0,Claim,0,9769.0
Rural,Business,Entertainment,TV,0.0,0.0,0.0,2.0,1.0,0.0,5191.0,10.0,411.0,Manufacturer,30.0,Claim,0,2531.0
Urban,Personal,Entertainment,TV,0.0,0.0,0.0,1.0,1.0,1.0,25000.0,13.0,60.0,Dealer,1.3,Complaint,0,7800.0
Urban,Personal,Household,AC,0.0,0.0,0.0,0.0,0.0,0.0,50000.0,15.0,5.0,Manufacturer,1.5,Other,0,6249.0
Urban,Personal,Entertainment,TV,0.0,0.0,0.0,1.0,1.0,0.0,4000.0,15.0,61.0,Dealer,20.0,Complaint,0,1326.0
Urban,Personal,Entertainment,TV,0.0,0.0,0.0,1.0,2.0,0.0,3501.0,14.0,43.0,Dealer,30.0,Other,1,5129.0
Rural,Personal,Entertainment,TV,0.0,0.0,0.0,2.0,1.0,1.0,4504.0,12.0,123.0,Dealer,30.0,Claim,0,3679.0
Urban,Business,Entertainment,TV,0.0,0.0,0.0,0.0,0.0,0.0,25000.0,12.0,12.0,Dealer,0.5,Complaint,0,5314.0
Urban,Personal,Entertainment,TV,0.0,0.0,0.0,0.0,0.0,2.0,50000.0,13.0,18.0,Manufacturer,0.5,Complaint,1,2749.0
Urban,Business,Entertainment,TV,0.0,0.0,0.0,0.0,0.0,0.0,25000.0,10.0,15.0,Dealer,2.4,Claim,0,1069.0
Rural,Personal,Entertainment,TV,0.0,0.0,0.0,1.0,1.0,1.0,15000.0,15.0,12.0,Manufacturer,1.6,Complaint,0,6544.0
Urban,Personal,Entertainment,TV,0.0,0.0,0.0,1.0,1.0,1.0,6000.0,15.0,301.0,Manufacturer,3.0,Complaint,0,7124.0
Urban,Business,Entertainment,TV,0.0,0.0,0.0,2.0,0.0,0.0,5000.0,15.0,281.0,Manufacturer,4.0,Complaint,0,4744.0
Urban,Personal,Household,AC,0.0,1.0,1.0,0.0,0.0,0.0,2538.0,12.0,73.0,Dealer,30.0,Claim,0,4239.0
Urban,Business,Entertainment,TV,0.0,0.0,0.0,1.0,1.0,1.0,15000.0,12.0,4.0,Manufacturer,1.6,Complaint,1,4910.0
Rural,Business,Entertainment,TV,0.0,0.0,0.0,0.0,2.0,0.0,20000.0,12.0,18.0,Manufacturer,2.5,Claim,1,5606.0
Rural,Business,Entertainment,TV,0.0,0.0,0.0,0.0,0.0,0.0,15000.0,10.0,21.0,Manufacturer,1.6,Other,0,3248.0
Urban,Personal,Entertainment,TV,0.0,0.0,0.0,1.0,1.0,1.0,10000.0,14.0,9.0,Dealer,2.5,Claim,0,2511.0
Urban,Personal,Entertainment,TV,0.0,0.0,0.0,2.0,0.0,0.0,5000.0,15.0,254.0,Dealer,9.0,Claim,0,6313.0
Rural,Business,Household,AC,0.0,0.0,0.0,0.0,0.0,0.0,25000.0,12.0,16.0,Dealer,1.6,Complaint,0,7974.0
Urban,Personal,Entertainment,TV,0.0,0.0,0.0,1.0,0.0,0.0,2000.0,12.0,205.0,Manufacturer,24.0,Complaint,0,4585.0
Urban,Business,Household,AC,0.0,0.0,0.0,0.0,0.0,0.0,50000.0,10.0,3.0,Manufacturer,1.6,Claim,0,563.0
Urban,Business,Household,AC,0.0,0.0,0.0,0.0,0.0,0.0,12000.0,12.0,19.0,Internet,1.4,Complaint,0,8299.0
Rural,Business,Entertainment,TV,0.0,0.0,0.0,0.0,1.0,0.0,3580.0,11.0,219.0,Dealer,30.0,Other,0,9025.0
Rural,Personal,Entertainment,TV,0.0,0.0,0.0,1.0,1.0,0.0,4216.0,10.0,672.0,Dealer,25.0,Other,0,8844.0
Urban,Personal,Household,AC,1.0,2.0,0.0,0.0,0.0,0.0,7000.0,15.0,345.0,Internet,1.0,Complaint,0,3881.0
Rural,Business,Entertainment,TV,0.0,0.0,0.0,0.0,0.0,0.0,25000.0,10.0,4.0,Dealer,0.5,Complaint,0,8613.0
Urban,Business,Entertainment,TV,0.0,0.0,0.0,1.0,1.0,0.0,6586.0,13.0,35.0,Dealer,30.0,Claim,0,2095.0
Urban,Personal,Household,AC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,332.0,Manufacturer,20.0,Complaint,1,5239.0
Rural,Personal,Entertainment,TV,0.0,0.0,0.0,1.0,1.0,0.0,4674.0,13.0,333.0,Manufacturer,30.0,Claim,0,2471.0
Urban,Personal,Entertainment,TV,0.0,0.0,0.0,1.0,2.0,0.0,3501.0,14.0,43.0,Dealer,30.0,Other,1,4819.0
Urban,Business,Entertainment,TV,0.0,0.0,0.0,0.0,0.0,0.0,12000.0,12.0,5.0,Internet,1.0,Complaint,0,42.0
Rural,Business,Entertainment,TV,0.0,0.0,0.0,1.0,1.0,1.0,21000.0,13.0,4.0,Internet,2.5,Complaint,0,8417.0
Urban,Personal,Household,AC,1.0,0.0,0.0,0.0,0.0,0.0,2000.0,14.0,304.0,Internet,20.0,Claim,1,24191.0
Urban,Personal,Entertainment,TV,0.0,0.0,0.0,1.0,0.0,2.0,25000.0,15.0,10.0,Dealer,1.5,Complaint,0,2912.0
Urban,Personal,Household,AC,0.0,0.0,0.0,0.0,0.0,0.0,50000.0,15.0,5.0,Manufacturer,1.5,Other,0,1531.0
Urban,Business,Household,AC,0.0,0.0,0.0,0.0,0.0,0.0,20000.0,12.0,4.0,Manufacturer,2.6,Claim,0,6833.0
Rural,Personal,Household,AC,0.0,2.0,1.0,0.0,0.0,0.0,1388.0,12.0,530.0,Manufacturer,30.0,Claim,0,8652.0
Urban,Personal,Entertainment,TV,0.0,0.0,0.0,0.0,1.0,1.0,4000.0,15.0,103.0,Manufacturer,16.0,Claim,0,720.0
Rural,Personal,Entertainment,TV,0.0,0.0,0.0,0.0,0.0,0.0,10000.0,14.0,4.0,Dealer,1.0,Complaint,0,2983.0
Urban,Business,Entertainment,TV,0.0,0.0,0.0,1.0,1.0,1.0,20000.0,13.0,14.0,Manufacturer,1.4,Claim,1,1076.0
Urban,Personal,Household,AC,0.0,0.0,0.0,0.0,0.0,0.0,50000.0,15.0,4.0,Manufacturer,1.3,Claim,0,4657.0
Rural,Personal,Household,AC,0.0,0.0,0.0,0.0,0.0,0.0,25000.0,13.0,4.0,Dealer,0.5,Complaint,0,7901.0
Urban,Business,Household,AC,2.0,2.0,0.0,0.0,0.0,0.0,10000.0,15.0,35.0,Internet,11.0,Claim,0,21601.0
Urban,Personal,Household,AC,0.0,1.0,1.0,0.0,0.0,0.0,10000.0,14.0,15.0,Dealer,2.6,Other,0,8356.0
Rural,Personal,Entertainment,TV,0.0,0.0,0.0,0.0,0.0,0.0,12000.0,15.0,18.0,Internet,6.5,Complaint,0,8043.0
Urban,Personal,Entertainment,TV,0.0,0.0,0.0,1.0,1.0,0.0,4000.0,14.0,331.0,Manufacturer,24.0,Complaint,0,980.0
Urban,Business,Household,AC,1.0,0.0,0.0,0.0,0.0,0.0,2000.0,10.0,148.0,Manufacturer,24.0,Claim,1,6420.0
Urban,Business,Entertainment,TV,0.0,0.0,0.0,2.0,0.0,0.0,5000.0,15.0,281.0,Manufacturer,4.0,Complaint,0,7792.0
Rural,Personal,Entertainment,TV,0.0,0.0,0.0,0.0,0.0,1.0,20000.0,15.0,60.0,Dealer,1.0,Claim,0,3497.0
Urban,Personal,Household,AC,0.0,0.0,0.0,0.0,0.0,0.0,50000.0,15.0,5.0,Manufacturer,1.5,Other,0,2476.0
Urban,Business,Entertainment,TV,0.0,0.0,0.0,1.0,1.0,1.0,15000.0,12.0,4.0,Manufacturer,1.6,Complaint,0,8123.0
Urban,Business,Entertainment,TV,0.0,0.0,0.0,0.0,1.0,0.0,50000.0,10.0,14.0,Manufacturer,1.5,Claim,0,6727.0
Urban,Personal,Entertainment,TV,0.0,0.0,0.0,0.0,1.0,2.0,50000.0,13.0,18.0,Manufacturer,0.5,Claim,0,7127.0
Rural,Business,Household,AC,1.0,1.0,0.0,0.0,0.0,0.0,20000.0,12.0,10.0,Dealer,1.0,Complaint,0,9322.0
Urban,Business,Entertainment,TV,0.0,0.0,0.0,0.0,0.0,0.0,10000.0,12.0,16.0,Dealer,2.6,Other,0,8661.0
Rural,Personal,Entertainment,TV,0.0,0.0,0.0,1.0,1.0,1.0,6767.0,12.0,338.0,Internet,7.0,Other,0,3256.0
Rural,Business,Entertainment,TV,0.0,0.0,0.0,1.0,1.0,1.0,10000.0,12.0,18.0,Dealer,1.4,Claim,0,84.0
Urban,Personal,Entertainment,TV,0.0,0.0,0.0,2.0,1.0,0.0,7000.0,12.0,280.0,Internet,19.0,Claim,0,8399.0
Urban,Personal,Entertainment,TV,0.0,0.0,0.0,2.0,1.0,0.0,12000.0,14.0,3.0,Internet,1.4,Complaint,0,919.0
Rural,Personal,Household,AC,0.0,1.0,0.0,0.0,0.0,0.0,7153.0,14.0,444.0,Dealer,30.0,Other,0,157.0
Rural,Personal,Household,AC,0.0,0.0,0.0,0.0,0.0,0.0,50000.0,13.0,9.0,Manufacturer,2.4,Other,0,3429.0
Urban,Personal,Entertainment,TV,0.0,0.0,0.0,1.0,1.0,1.0,25000.0,13.0,60.0,Dealer,1.3,Complaint,0,7168.0
Rural,Personal,Household,AC,0.0,0.0,0.0,0.0,0.0,0.0,25000.0,13.0,4.0,Dealer,0.5,Complaint,0,8534.0
Rural,Personal,Household,AC,1.0,1.0,2.0,0.0,0.0,0.0,10000.0,15.0,12.0,Dealer,6.5,Claim,0,5522.0
Urban,Business,Entertainment,TV,0.0,0.0,0.0,1.0,2.0,0.0,15000.0,10.0,60.0,Manufacturer,0.5,Complaint,0,24641.0
Urban,Personal,Household,AC,0.0,1.0,1.0,0.0,0.0,0.0,12000.0,15.0,10.0,Internet,1.4,Complaint,0,94.0
Rural,Business,Household,AC,0.0,0.0,0.0,0.0,0.0,0.0,15000.0,10.0,19.0,Manufacturer,2.4,Other,0,1079.0
Urban,Business,Household,AC,0.0,1.0,0.0,0.0,0.0,0.0,12000.0,12.0,60.0,Internet,2.6,Complaint,0,2647.0
Urban,Business,Entertainment,TV,0.0,0.0,0.0,0.0,2.0,0.0,1656.0,14.0,827.0,Internet,30.0,Claim,0,9130.0
Rural,Personal,Entertainment,TV,0.0,0.0,0.0,1.0,1.0,0.0,,13.0,522.0,Internet,30.0,Claim,0,774.0
Rural,Personal,Entertainment,TV,0.0,0.0,0.0,1.0,1.0,0.0,5764.0,14.0,377.0,Dealer,20.0,Other,0,2985.0
Urban,Personal,Household,AC,2.0,0.0,0.0,0.0,0.0,0.0,5000.0,14.0,167.0,Manufacturer,9.0,Complaint,0,3832.0
Rural,Personal,Entertainment,TV,0.0,0.0,0.0,0.0,1.0,2.0,25000.0,15.0,6.0,Dealer,1.3,Claim,0,8963.0
Urban,Business,Household,AC,0.0,0.0,0.0,0.0,0.0,0.0,50000.0,10.0,3.0,Manufacturer,1.6,Claim,0,7925.0
Rural,Personal,Entertainment,TV,0.0,0.0,0.0,0.0,0.0,0.0,12000.0,15.0,18.0,Internet,6.5,Complaint,0,3499.0
Urban,Personal,Entertainment,TV,0.0,0.0,0.0,0.0,1.0,1.0,2961.0,12.0,547.0,Internet,30.0,Other,0,1718.0
Urban,Personal,Household,AC,0.0,0.0,0.0,0.0,0.0,0.0,25000.0,13.0,19.0,Dealer,1.5,Claim,0,7547.0
Urban,Personal,Entertainment,TV,0.0,0.0,0.0,0.0,0.0,0.0,10000.0,14.0,60.0,Dealer,1.4,Complaint,0,6879.0
Rural,Personal,Household,AC,1.0,0.0,1.0,0.0,0.0,0.0,3129.0,14.0,94.0,Dealer,19.0,Other,0,3848.0
Urban,Personal,Entertainment,TV,0.0,0.0,0.0,1.0,2.0,1.0,373.0,14.0,72.0,Dealer,30.0,Claim,0,7657.0
Rural,Personal,Entertainment,TV,0.0,0.0,0.0,0.0,0.0,0.0,15000.0,13.0,3.0,Manufacturer,0.5,Complaint,0,3919.0
Urban,Personal,Entertainment,TV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,213.0,Manufacturer,2.0,Complaint,0,5703.0
Urban,Personal,Household,AC,2.0,0.0,0.0,0.0,0.0,0.0,5000.0,11.0,118.0,Internet,23.0,Complaint,0,5636.0
Urban,Personal,Household,AC,2.0,0.0,0.0,0.0,0.0,0.0,5000.0,14.0,167.0,Manufacturer,9.0,Complaint,0,762.0
Rural,Personal,Household,AC,1.0,1.0,0.0,0.0,0.0,0.0,15000.0,15.0,16.0,Manufacturer,1.5,Complaint,1,96671.0
Rural,Business,Household,AC,0.0,0.0,0.0,0.0,0.0,0.0,20000.0,13.0,3.0,Manufacturer,6.5,Claim,0,7176.0
Urban,Business,Household,AC,0.0,0.0,1.0,0.0,0.0,0.0,50000.0,10.0,18.0,Manufacturer,2.4,Claim,1,67.0
Urban,Personal,Household,AC,1.0,0.0,0.0,0.0,0.0,0.0,12000.0,14.0,16.0,Internet,6.5,Complaint,0,8886.0
Urban,Personal,Household,AC,0.0,0.0,0.0,0.0,0.0,0.0,50000.0,15.0,15.0,Manufacturer,0.5,Claim,0,46791.0
Urban,Personal,Household,AC,0.0,1.0,1.0,0.0,0.0,0.0,12000.0,15.0,10.0,Internet,1.4,Complaint,0,4192.0
Urban,Personal,Entertainment,TV,0.0,0.0,0.0,1.0,1.0,1.0,10000.0,14.0,9.0,Dealer,2.5,Claim,0,3830.0
Urban,Personal,Household,AC,2.0,2.0,2.0,0.0,0.0,0.0,15000.0,15.0,303.0,Internet,7.0,Complaint,0,1942.0
Rural,Personal,Household,AC,1.0,1.0,1.0,0.0,0.0,0.0,12000.0,15.0,14.0,Internet,2.5,Claim,0,5686.0
Urban,Personal,Entertainment,TV,0.0,0.0,0.0,1.0,1.0,0.0,4000.0,14.0,331.0,Manufacturer,24.0,Complaint,0,9837.0
Rural,Business,Entertainment,TV,0.0,0.0,0.0,1.0,1.0,1.0,50000.0,12.0,19.0,Manufacturer,1.3,Claim,0,9093.0
Rural,Personal,Entertainment,TV,0.0,0.0,0.0,0.0,2.0,1.0,1029.0,13.0,154.0,Dealer,30.0,Claim,0,5770.0
Urban,Personal,Entertainment,TV,0.0,0.0,0.0,0.0,0.0,0.0,25000.0,13.0,5.0,Dealer,2.4,Claim,0,4218.0
Urban,Personal,Entertainment,TV,0.0,0.0,0.0,1.0,0.0,0.0,2000.0,12.0,365.0,Internet,5.0,Complaint,0,6159.0
Urban,Business,Entertainment,TV,0.0,0.0,0.0,0.0,0.0,0.0,12000.0,12.0,5.0,Internet,1.0,Complaint,0,8500.0
Urban,Business,Entertainment,TV,0.0,0.0,0.0,1.0,1.0,0.0,12000.0,16.0,20.0,Manufacturer,2.0,Complaint,0,2125.0
Urban,Personal,Household,AC,1.0,1.0,1.0,0.0,0.0,0.0,6000.0,15.0,280.0,Dealer,21.0,Complaint,0,6169.0
Urban,Personal,Household,AC,1.0,1.0,2.0,0.0,0.0,0.0,7755.0,13.0,550.0,Dealer,30.0,Claim,0,8112.0
Rural,Business,Entertainment,TV,0.0,0.0,0.0,0.0,0.0,0.0,15000.0,10.0,5.0,Manufacturer,1.3,Complaint,0,9278.0
Rural,Personal,Entertainment,TV,0.0,0.0,0.0,0.0,0.0,0.0,10000.0,14.0,4.0,Dealer,1.0,Complaint,0,9828.0
Rural,Business,Household,AC,0.0,0.0,1.0,0.0,0.0,0.0,5418.0,14.0,914.0,Internet,30.0,Claim,0,4515.0
Urban,Business,Entertainment,TV,0.0,0.0,0.0,0.0,0.0,0.0,10000.0,13.0,21.0,Dealer,6.5,Other,0,5284.0
Rural,Business,Entertainment,TV,0.0,0.0,0.0,0.0,0.0,0.0,50000.0,12.0,10.0,Manufacturer,1.6,Claim,0,8496.0
Rural,Personal,Household,AC,1.0,1.0,0.0,0.0,0.0,0.0,3539.0,12.0,126.0,Internet,30.0,Other,0,3377.0
Urban,Personal,Entertainment,TV,0.0,0.0,0.0,1.0,1.0,1.0,25000.0,13.0,60.0,Dealer,1.3,Complaint,0,6950.0
Rural,Personal,Household,AC,0.0,1.0,2.0,0.0,0.0,0.0,4024.0,12.0,721.0,Dealer,30.0,Complaint,0,7727.0
Rural,Personal,Household,AC,0.0,1.0,2.0,0.0,0.0,0.0,4474.0,12.0,202.0,Manufacturer,30.0,Claim,0,8460.0
Rural,Personal,Entertainment,TV,0.0,0.0,0.0,1.0,1.0,1.0,20000.0,14.0,10.0,Manufacturer,6.5,Complaint,0,5053.0
Rural,Personal,Household,AC,1.0,1.0,2.0,0.0,0.0,0.0,5513.0,12.0,991.0,Dealer,30.0,Complaint,0,476.0
Urban,Personal,Entertainment,TV,0.0,0.0,0.0,1.0,1.0,0.0,4000.0,15.0,61.0,Dealer,20.0,Complaint,0,5796.0
Urban,Personal,Household,AC,2.0,2.0,0.0,0.0,0.0,0.0,10000.0,15.0,349.0,Internet,21.0,Complaint,0,665.0
Rural,Personal,Entertainment,TV,0.0,0.0,0.0,2.0,2.0,2.0,15000.0,13.0,10.0,Manufacturer,2.4,Complaint,0,87051.0
Urban,Personal,Household,AC,1.0,0.0,0.0,0.0,0.0,0.0,2000.0,10.0,21.0,Manufacturer,24.0,Claim,0,8873.0
Urban,Business,Entertainment,TV,0.0,0.0,0.0,1.0,1.0,1.0,25000.0,12.0,3.0,Dealer,1.5,Complaint,0,7137.0
Urban,Personal,Household,AC,0.0,2.0,0.0,0.0,0.0,0.0,4832.0,14.0,481.0,Internet,30.0,Complaint,0,845.0
Rural,Personal,Household,AC,1.0,1.0,0.0,0.0,0.0,0.0,12000.0,15.0,21.0,Internet,1.0,Complaint,0,45801.0
Urban,Personal,Entertainment,TV,0.0,0.0,0.0,1.0,1.0,1.0,10000.0,14.0,9.0,Dealer,2.5,Complaint,0,7114.0
Urban,Personal,Household,AC,0.0,0.0,0.0,0.0,0.0,0.0,10000.0,15.0,4.0,Dealer,1.0,Other,0,2335.0
Rural,Personal,Entertainment,TV,0.0,0.0,0.0,1.0,2.0,1.0,3149.0,14.0,820.0,Dealer,28.0,Claim,0,601.0
Rural,Personal,Household,AC,0.0,1.0,2.0,0.0,0.0,0.0,4024.0,12.0,721.0,Dealer,30.0,Complaint,0,9506.0
Rural,Personal,Entertainment,TV,0.0,0.0,0.0,0.0,0.0,1.0,20000.0,15.0,60.0,Dealer,1.0,Claim,0,704.0
Rural,Business,Entertainment,TV,0.0,0.0,0.0,0.0,0.0,0.0,15000.0,10.0,5.0,Manufacturer,1.3,Complaint,0,79311.0
Urban,Personal,Household,AC,1.0,0.0,0.0,0.0,0.0,0.0,2000.0,15.0,52.0,Dealer,6.0,Complaint,0,4531.0
Urban,Personal,Household,AC,2.0,1.0,0.0,0.0,0.0,0.0,25000.0,15.0,21.0,Dealer,2.4,Complaint,0,69121.0
Urban,Personal,Household,AC,0.0,1.0,0.0,0.0,0.0,0.0,2000.0,15.0,218.0,Internet,16.0,Complaint,0,6181.0
Rural,Business,Household,AC,0.0,0.0,1.0,0.0,0.0,0.0,5418.0,14.0,914.0,Internet,30.0,Claim,0,173.0
Rural,Business,Entertainment,TV,0.0,0.0,0.0,0.0,0.0,0.0,25000.0,10.0,4.0,Dealer,0.5,Complaint,0,4959.0
Urban,Personal,Entertainment,TV,0.0,0.0,0.0,0.0,1.0,1.0,25000.0,13.0,60.0,Dealer,1.3,Claim,0,4606.0
Rural,Personal,Entertainment,TV,0.0,0.0,0.0,1.0,1.0,0.0,,13.0,522.0,Internet,30.0,Claim,0,5286.0
Rural,Personal,Entertainment,TV,0.0,0.0,0.0,0.0,1.0,1.0,3998.0,11.0,497.0,Manufacturer,30.0,Claim,0,6846.0
Rural,Personal,Entertainment,TV,0.0,0.0,0.0,2.0,2.0,2.0,15000.0,13.0,10.0,Manufacturer,2.4,Complaint,0,8429.0
Urban,Personal,Household,AC,0.0,0.0,0.0,0.0,0.0,0.0,50000.0,15.0,4.0,Manufacturer,1.3,Claim,0,4169.0
Urban,Business,Entertainment,TV,0.0,0.0,0.0,0.0,0.0,0.0,20000.0,13.0,16.0,Manufacturer,2.5,Other,1,2347.0
Urban,Business,Entertainment,TV,0.0,0.0,0.0,0.0,0.0,0.0,25000.0,10.0,18.0,Dealer,1.6,Complaint,0,332.0
Rural,Personal,Entertainment,TV,0.0,0.0,0.0,1.0,2.0,1.0,3149.0,14.0,820.0,Dealer,28.0,Claim,0,7801.0
Urban,Personal,Household,AC,2.0,0.0,0.0,0.0,0.0,0.0,5000.0,10.0,288.0,Dealer,18.0,Claim,0,3039.0
Rural,Personal,Household,AC,0.0,1.0,2.0,0.0,0.0,0.0,4474.0,12.0,202.0,Manufacturer,30.0,Claim,0,8952.0
Urban,Personal,Household,AC,0.0,1.0,1.0,0.0,0.0,0.0,12000.0,15.0,10.0,Internet,1.4,Complaint,0,4369.0
Urban,Personal,Household,AC,0.0,1.0,0.0,0.0,0.0,0.0,2000.0,15.0,218.0,Internet,16.0,Complaint,0,37671.0
Urban,Personal,Household,AC,0.0,1.0,1.0,0.0,0.0,0.0,12000.0,15.0,10.0,Internet,1.4,Complaint,0,4373.0
Rural,Personal,Entertainment,TV,0.0,0.0,0.0,1.0,1.0,1.0,15000.0,15.0,12.0,Manufacturer,1.6,Complaint,0,4197.0
Rural,Personal,Entertainment,TV,0.0,0.0,0.0,2.0,2.0,1.0,6022.0,11.0,112.0,Manufacturer,14.0,Claim,0,5095.0
Rural,Personal,Entertainment,TV,0.0,0.0,0.0,2.0,1.0,1.0,5770.0,14.0,108.0,Internet,30.0,Claim,0,15910.0
Urban,Business,Entertainment,TV,0.0,0.0,0.0,0.0,0.0,0.0,12000.0,13.0,4.0,Internet,1.4,Other,0,1862.0
Rural,Personal,Household,AC,0.0,0.0,0.0,0.0,0.0,0.0,25000.0,13.0,4.0,Dealer,0.5,Complaint,0,2637.0
Urban,Business,Entertainment,TV,0.0,0.0,0.0,0.0,1.0,0.0,170.0,11.0,371.0,Dealer,30.0,Other,0,81951.0
Urban,Personal,Entertainment,TV,0.0,0.0,0.0,0.0,0.0,0.0,15000.0,13.0,18.0,Dealer,1.5,Complaint,0,6785.0
Rural,Personal,Entertainment,TV,0.0,0.0,0.0,0.0,2.0,1.0,1029.0,13.0,154.0,Dealer,30.0,Claim,0,7697.0
Urban,Personal,Household,AC,2.0,2.0,2.0,0.0,0.0,0.0,15000.0,12.0,22.0,Dealer,23.0,Claim,0,41681.0
Urban,Business,Household,AC,1.0,0.0,0.0,0.0,0.0,0.0,10000.0,13.0,6.0,Dealer,1.4,Complaint,0,12361.0
Rural,Personal,Household,AC,0.0,0.0,0.0,0.0,0.0,0.0,50000.0,13.0,9.0,Manufacturer,2.4,Other,0,2493.0
Rural,Personal,Entertainment,TV,0.0,0.0,0.0,0.0,1.0,0.0,7528.0,10.0,968.0,Internet,30.0,Complaint,0,1209.0
Urban,Personal,Household,AC,0.0,2.0,0.0,0.0,0.0,0.0,4832.0,14.0,481.0,Internet,30.0,Complaint,0,212.0
Urban,Personal,Household,AC,0.0,1.0,1.0,0.0,0.0,0.0,2515.0,10.0,748.0,Manufacturer,30.0,Other,0,26661.0
Urban,Business,Entertainment,TV,0.0,0.0,0.0,1.0,1.0,1.0,25000.0,12.0,3.0,Dealer,1.5,Complaint,0,4084.0
Urban,Personal,Entertainment,TV,0.0,0.0,0.0,0.0,2.0,0.0,20000.0,14.0,21.0,Manufacturer,1.4,Claim,0,6617.0
Urban,Business,Entertainment,TV,0.0,0.0,0.0,0.0,0.0,0.0,15000.0,10.0,6.0,Manufacturer,1.5,Claim,0,388.0
Rural,Personal,Entertainment,TV,0.0,0.0,0.0,0.0,0.0,0.0,20000.0,15.0,4.0,Manufacturer,2.6,Claim,0,3895.0
Urban,Personal,Household,AC,2.0,2.0,0.0,0.0,0.0,0.0,10000.0,15.0,349.0,Internet,21.0,Complaint,0,74761.0
Urban,Personal,Household,AC,0.0,0.0,0.0,0.0,0.0,0.0,50000.0,15.0,15.0,Manufacturer,0.5,Claim,0,9462.0
Urban,Personal,Household,AC,1.0,1.0,2.0,0.0,0.0,0.0,7755.0,13.0,550.0,Dealer,30.0,Claim,0,36381.0
Urban,Personal,Household,AC,1.0,0.0,0.0,0.0,0.0,0.0,2000.0,10.0,21.0,Manufacturer,24.0,Claim,0,2788.0
Urban,Business,Household,AC,1.0,0.0,0.0,0.0,0.0,0.0,2000.0,10.0,148.0,Manufacturer,24.0,Claim,1,3905.0
Urban,Personal,Entertainment,TV,0.0,0.0,0.0,1.0,1.0,1.0,6000.0,15.0,301.0,Manufacturer,3.0,Complaint,0,4970.0
Urban,Business,Household,AC,2.0,2.0,0.0,0.0,0.0,0.0,10000.0,10.0,206.0,Dealer,17.0,Claim,0,2648.0
Rural,Business,Entertainment,TV,0.0,0.0,0.0,1.0,1.0,1.0,21000.0,13.0,4.0,Internet,2.5,Complaint,0,5374.0
Urban,Personal,Entertainment,TV,0.0,0.0,0.0,2.0,0.0,0.0,5000.0,15.0,275.0,Internet,21.0,Claim,0,1179.0
Rural,Business,Entertainment,TV,0.0,0.0,0.0,2.0,1.0,0.0,5191.0,10.0,411.0,Manufacturer,30.0,Claim,0,88651.0
Rural,Business,Entertainment,TV,0.0,0.0,0.0,1.0,0.0,2.0,15000.0,12.0,15.0,Dealer,1.3,Complaint,0,1983.0
Urban,Business,Household,AC,0.0,0.0,0.0,0.0,0.0,0.0,12000.0,12.0,19.0,Internet,1.4,Complaint,0,5805.0
Urban,Personal,Household,AC,0.0,1.0,1.0,0.0,0.0,0.0,12000.0,15.0,10.0,Internet,1.4,Complaint,0,7812.0
Urban,Business,Entertainment,TV,0.0,0.0,0.0,1.0,1.0,1.0,25000.0,12.0,3.0,Dealer,1.5,Complaint,0,24731.0
